#,Player,Nation,Position,Team,League,Age,Born,90s,TotPass,PassAtt,TotDist,PrgDist,ShortPass,ShortPassAtt,MedPass,MedPassAtt,LongPass,LongPassAtt,Asissts,Goals,Shoots,SoT,FreeKicks,SCA,PassLiveToShoot,PassDeadToShoot,DribToShoot,ShootToShoot,FoulToShoot,DefToShoot,GCA,PassLiveToGoal,PassDeadToGoal,DribToGoal,ShootToGoal,FoulToGoal,DefToGoal
2175,Grischa Prömel\924f9191,de GER,MF,Union Berlin,de Bundesliga,26,1995,26.9,714,945,13520,3095,283,360,323,394,91,138,1,8,37,12,0,40,31,0,1,3,3,2,5,3,0,0,1,0,1
2176,Nick Proschwitz\9cf4fd68,de GER,FW,Hoffenheim,de Bundesliga,34,1986,0.3,3,4,38,4,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,Ivan Provedel\277da414,it ITA,GK,Spezia,it Serie A,27,1994,30.7,737,1186,26957,17368,93,94,247,252,395,838,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
2178,Javi Puado\2683eda7,es ESP,FWMF,Espanyol,es La Liga,23,1998,24.9,548,654,7759,1394,339,371,165,196,23,36,1,4,40,12,0,39,32,0,2,3,2,0,3,2,0,1,0,0,0
2179,Pubill\365113c0,es ESP,DF,Levante,es La Liga,18,2003,5.7,216,274,3800,1036,103,116,85,103,25,43,1,0,6,1,0,16,12,2,0,2,0,0,3,1,1,0,1,0,0
2180,Antonio Puertas\c77a8043,es ESP,MFFW,Granada,es La Liga,29,1992,25.1,488,690,7819,2116,265,330,164,222,46,81,1,6,33,14,0,53,37,2,5,1,6,2,6,4,0,1,0,0,1
2181,Riqui Puig\f090a37a,es ESP,MF,Barcelona,es La Liga,21,1999,5.4,420,454,7088,968,213,220,149,162,45,52,0,1,9,3,0,22,20,0,1,1,0,0,3,1,0,1,1,0,0
2182,Teemu Pukki\0745b37d,fi FIN,FW,Norwich City,eng Premier League,31,1990,36.1,392,526,6053,849,222,276,130,167,28,40,3,11,68,24,0,60,36,0,9,2,11,2,4,3,0,0,0,1,0
2183,Erick Pulgar\4611e028,cl CHI,MF,Fiorentina,it Serie A,27,1994,3.8,209,236,4311,975,63,73,115,120,29,38,1,0,3,2,0,11,8,3,0,0,0,0,2,2,0,0,0,0,0
2184,Christian Pulisic\1bf33a9a,us USA,MFFW,Chelsea,eng Premier League,22,1998,14.3,368,462,5338,1043,232,269,119,145,11,19,2,6,28,11,0,33,23,0,0,2,5,3,2,2,0,0,0,0,0
2185,Afimico Pululu\32c016f8,fr FRA,FW,Greuther Fürth,de Bundesliga,22,1999,0.8,15,20,217,54,9,10,4,6,1,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0
2186,Ignacio Pussetto\62437b4f,ar ARG,FWMF,Udinese,it Serie A,25,1995,13.4,205,294,3336,867,107,133,66,98,25,33,4,4,31,12,0,43,24,0,5,4,6,4,7,4,0,1,0,1,1
2187,Niklas Pyyhtiä\88f53b75,fi FIN,MF,Bologna,it Serie A,17,2003,0.2,18,22,321,88,7,7,10,12,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2188,Przemysław Płacheta\3c33f9d9,pl POL,FWMF,Norwich City,eng Premier League,23,1998,5.6,107,157,1840,560,57,68,33,45,13,25,0,0,8,7,0,14,5,2,2,0,5,0,0,0,0,0,0,0,0
2189,Yacine Qasmi\3b3cbebb,ma MAR,MF,Rayo Vallecano,es La Liga,30,1991,0.0,1,3,17,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,Fabio Quagliarella\ee4f2f3b,it ITA,FW,Sampdoria,it Serie A,38,1983,18.5,322,472,5879,1257,153,197,105,146,48,82,2,4,57,10,0,48,33,1,6,6,1,1,7,6,0,1,0,0,0
2191,Quini\7a538238,es ESP,DF,Granada,es La Liga,31,1989,25.6,678,960,12161,5101,313,371,277,364,74,175,1,0,17,2,0,30,23,3,1,1,0,2,4,2,0,0,0,0,2
2192,Dani Raba\ea6a7ab4,es ESP,MFFW,Villarreal,es La Liga,25,1995,1.0,30,44,663,185,9,13,11,15,9,15,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
2193,Dani Raba\ea6a7ab4,es ESP,MFFW,Granada,es La Liga,25,1995,0.3,4,5,60,18,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,Adrien Rabiot\8794e251,fr FRA,MF,Juventus,it Serie A,26,1995,25.4,861,1041,14946,3618,377,442,378,435,85,116,2,0,26,7,0,39,32,0,3,2,2,0,3,3,0,0,0,0,0
2195,Uroš Račić\faed84db,rs SRB,MF,Valencia,es La Liga,23,1998,13.4,380,506,8403,1989,133,167,151,183,86,134,0,0,16,1,0,21,15,2,1,1,1,1,0,0,0,0,0,0,0
2196,Nemanja Radoja\b5dd3469,rs SRB,MF,Levante,es La Liga,28,1993,13.5,403,480,7137,1689,187,204,173,192,39,60,0,0,5,0,0,13,12,0,0,0,1,0,1,1,0,0,0,0,0
2197,Nemanja Radonjić\0630eb63,rs SRB,MF,Marseille,fr Ligue 1,25,1996,0.2,9,10,103,43,8,9,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0
2198,Ivan Radovanović\023937a9,rs SRB,DFMF,Salernitana,it Serie A,32,1988,11.7,426,509,9774,3233,130,151,184,213,108,138,1,1,18,5,0,14,11,1,0,2,0,0,1,0,0,0,1,0,0
2199,Ionuț Radu\67f649be,ro ROU,GK,Inter,it Serie A,24,1997,1.0,19,23,556,279,4,4,8,8,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,Ștefan Radu\53de807a,ro ROU,DF,Lazio,it Serie A,34,1986,6.2,267,326,4640,1872,119,130,127,152,17,34,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2201,Boris Radunović\0dfce079,rs SRB,GK,Cagliari,it Serie A,25,1996,3.0,58,103,2274,1581,7,7,17,17,34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,Sidney Raebiger\a8090a41,de GER,MF,RB Leipzig,de Bundesliga,16,2005,0.0,2,2,29,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,Rafinha\0c2ac3cb,br BRA,MFFW,Real Sociedad,es La Liga,28,1993,11.7,591,681,9914,2279,301,329,220,244,56,81,0,1,14,2,1,30,22,1,0,1,3,3,1,0,0,0,0,1,0
2204,Rafinha\0c2ac3cb,br BRA,FWMF,Paris S-G,fr Ligue 1,28,1993,2.4,168,185,2567,439,92,101,63,67,9,11,0,0,5,0,1,8,4,0,1,0,1,2,0,0,0,0,0,0,0
2205,Antonio Raillo\b857bd29,es ESP,DF,Mallorca,es La Liga,29,1991,17.0,532,615,11170,3785,161,173,276,298,87,130,0,2,9,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2206,Antonio Raimondo\ce1a6c7e,it ITA,FW,Bologna,it Serie A,17,2004,0.8,10,13,140,8,6,6,4,5,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2207,Predrag Rajković\58ad9383,rs SRB,GK,Reims,fr Ligue 1,25,1995,38.0,890,1259,26588,14985,163,164,349,358,368,725,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2208,Jesuran Rak Sakyi\45685411,eng ENG,FWMF,Crystal Palace,eng Premier League,18,2002,0.9,25,30,322,56,17,19,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,Ivan Rakitić\89f951b5,hr CRO,MF,Sevilla,es La Liga,33,1988,24.2,1396,1652,28945,7045,530,575,602,668,242,347,6,4,29,10,4,75,42,25,0,5,2,1,10,5,4,0,1,0,0
2210,Diant Ramaj\b90c4a43,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1.0,28,40,725,432,9,9,13,13,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,Jonás Ramalho\be3a0121,es ESP,DF,Osasuna,es La Liga,28,1993,2.7,97,130,1743,748,41,47,47,60,9,17,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2212,Adil Rami\8dbff17c,fr FRA,DF,Troyes,fr Ligue 1,35,1985,13.0,440,519,10249,3946,136,151,200,220,101,141,0,3,6,3,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0
2213,Sandro Ramírez\833fb62e,es ESP,FW,Getafe,es La Liga,26,1995,16.2,287,394,4377,710,161,194,86,120,24,43,0,3,50,14,7,53,29,2,7,6,7,2,2,2,0,0,0,0,0
2214,Guilherme Ramos\df9c3473,pt POR,DF,Arminia,de Bundesliga,23,1997,10.1,313,456,7361,2334,56,72,191,235,63,136,0,0,7,3,0,5,3,1,0,0,0,1,0,0,0,0,0,0,0
2215,Sergio Ramos\08511d65,es ESP,DF,Paris S-G,fr Ligue 1,35,1986,8.9,776,822,18360,5293,195,203,376,392,200,221,0,2,12,4,0,5,3,0,0,2,0,0,1,0,0,0,1,0,0
2216,Aaron Ramsdale\466fb2c5,eng ENG,GK,Arsenal,eng Premier League,23,1998,34.0,788,1156,22393,13488,181,183,356,362,247,604,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2217,Aaron Ramsey\ef619b0b,wls WAL,MF,Juventus,it Serie A,30,1990,1.1,60,67,1178,274,25,28,25,27,10,12,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2218,Jacob Ramsey\1544f145,eng ENG,MF,Aston Villa,eng Premier League,20,2001,27.4,898,1042,15450,3923,434,484,348,389,97,120,1,6,34,11,0,63,49,0,3,2,8,1,3,2,0,0,1,0,0
2219,Luca Ranieri\8c63fae5,it ITA,DF,Salernitana,it Serie A,22,1999,23.4,694,981,12961,6393,285,327,320,438,79,172,0,1,9,4,0,23,21,1,0,1,0,0,1,1,0,0,0,0,0
2220,Andrea Ranocchia\539230cf,it ITA,DF,Inter,it Serie A,33,1988,3.8,177,186,3950,1381,49,53,90,91,38,41,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2221,Tobias Raschl\bd992863,de GER,MF,Greuther Fürth,de Bundesliga,21,2000,6.6,210,264,3568,778,94,107,88,105,19,32,1,0,5,1,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0
2222,Elba Rashani\25749008,xk KVX,FWMF,Clermont Foot,fr Ligue 1,28,1993,19.5,440,571,6336,1517,270,308,137,179,20,38,3,8,30,12,0,31,26,0,2,0,2,1,4,4,0,0,0,0,0
2223,Marcus Rashford\a1d5bd30,eng ENG,FWMF,Manchester Utd,eng Premier League,23,1997,13.7,297,422,4190,851,185,236,84,121,15,33,2,4,22,12,1,29,18,0,4,2,5,0,3,3,0,0,0,0,0
2224,Milot Rashica\6c6a3300,xk KVX,FWMF,Norwich City,eng Premier League,25,1996,24.8,376,597,7238,2210,167,213,148,217,56,138,2,1,45,16,7,56,33,14,2,3,2,2,4,3,1,0,0,0,0
2225,Giacomo Raspadori\6e058f06,it ITA,MFFW,Sassuolo,it Serie A,21,2000,30.4,845,1076,14659,2484,434,490,289,351,102,171,4,10,72,25,3,100,68,10,5,4,9,4,12,8,0,1,0,2,1
2226,Raúl\18f0a9f0,es ESP,FW,Betis,es La Liga,20,2000,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,David Raum\7d450ed3,de GER,DF,Hoffenheim,de Bundesliga,23,1998,30.6,1476,1988,28136,11573,643,745,591,719,222,433,11,3,25,8,5,128,88,32,2,3,2,1,18,16,1,0,1,0,0
2228,Nicola Ravaglia\d7a35008,it ITA,GK,Sampdoria,it Serie A,32,1988,0.1,2,4,131,115,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,David Raya\98ea5115,es ESP,GK,Brentford,eng Premier League,25,1995,24.0,705,1051,24502,16309,98,98,282,288,322,659,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2230,Ante Rebić\536cebe5,hr CRO,FW,Milan,it Serie A,27,1993,9.9,196,304,3249,1039,116,157,47,78,28,47,2,2,30,6,0,53,38,0,5,6,3,1,3,3,0,0,0,0,0
2231,Arkadiusz Reca\6213fd82,pl POL,DF,Spezia,it Serie A,26,1995,19.7,626,889,11528,5785,279,339,260,345,80,164,2,0,8,4,0,27,23,1,2,0,1,0,2,2,0,0,0,0,0
2232,Lluís Recasens\c31ea173,es ESP,DF,Espanyol,es La Liga,19,2001,0.5,8,12,174,53,1,2,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,eng Premier League,27,1994,20.4,511,726,8591,2591,264,318,180,257,49,114,5,1,25,9,1,66,53,4,2,4,2,1,8,6,1,0,0,1,0
2234,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,eng Premier League,24,1996,21.3,744,986,13194,4159,356,420,307,391,72,132,3,2,21,9,0,52,41,3,3,2,3,0,5,5,0,0,0,0,0
2235,Manolo Reina\605eb473,es ESP,GK,Mallorca,es La Liga,36,1985,21.0,400,640,14073,9978,73,74,140,140,179,418,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0
2236,Pepe Reina\e358587b,es ESP,GK,Lazio,it Serie A,38,1982,15.0,428,525,11885,7629,100,100,161,163,161,256,1,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0
2237,Jeff Reine-Adélaïde\d504b3e1,fr FRA,MF,Lyon,fr Ligue 1,23,1998,2.2,145,169,2396,718,69,76,56,60,14,25,1,0,3,1,0,13,12,1,0,0,0,0,2,2,0,0,0,0,0
2238,Reinier\6b21b7b5,br BRA,FWMF,Dortmund,de Bundesliga,19,2002,1.8,66,82,1018,162,38,41,22,27,4,8,0,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0
2239,Karim Rekik\3376a776,nl NED,DF,Sevilla,es La Liga,26,1994,12.2,693,757,13097,3704,255,275,352,370,77,99,2,0,4,0,0,16,13,0,0,0,0,3,2,2,0,0,0,0,0
2240,Álex Remiro\374ee424,es ESP,GK,Real Sociedad,es La Liga,26,1995,35.0,943,1251,28723,17671,182,183,410,415,351,652,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2241,Panagiotis Retsos\4bd00a50,gr GRE,DFFW,Leverkusen,de Bundesliga,22,1998,0.4,10,12,159,80,4,5,4,5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2242,Panagiotis Retsos\4bd00a50,gr GRE,DFMF,Hellas Verona,it Serie A,22,1998,0.6,14,22,280,124,7,9,5,10,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2243,Marco Reus\36a3ff67,de GER,MFFW,Dortmund,de Bundesliga,32,1989,27.8,1026,1268,15687,3899,602,683,303,374,82,123,13,9,51,22,6,97,70,9,2,4,11,1,25,17,1,1,0,5,1
2244,Elvis Rexhbeçaj\1ae836b1,de GER,MF,Bochum,de Bundesliga,23,1997,28.2,538,812,10273,3254,219,276,236,315,68,177,0,0,34,7,0,46,31,5,0,2,7,1,4,3,0,0,0,1,0
2245,Gio Reyna\7fa4e703,us USA,MF,Dortmund,de Bundesliga,18,2002,4.9,205,262,3015,714,115,134,66,77,13,27,1,2,11,6,1,17,10,6,1,0,0,0,1,0,1,0,0,0,0
2246,Bryan Reynolds\2306bf5c,us USA,DF,Roma,it Serie A,20,2001,0.0,2,2,34,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,Nico Ribaudo\ce8039aa,es ESP,MFFW,Espanyol,es La Liga,20,2001,12.4,367,434,6267,1349,203,228,119,139,39,52,0,2,20,4,0,31,22,2,2,1,3,1,0,0,0,0,0,0,0
2248,Tiago Ribeiro\507d7569,pt POR,FW,Monaco,fr Ligue 1,19,2002,0.0,2,2,36,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2249,Franck Ribéry\f61c7c4e,fr FRA,MFFW,Salernitana,it Serie A,38,1983,15.8,517,665,8939,2251,244,279,195,229,55,94,2,0,13,2,2,57,43,7,2,1,3,1,4,2,1,0,0,1,0
2250,Samuele Ricci\9823be92,it ITA,MF,Torino,it Serie A,19,2001,8.0,348,380,6803,1353,110,124,191,197,43,48,0,0,4,1,0,14,11,2,0,1,0,0,1,0,0,0,1,0,0
2251,Samuele Ricci\9823be92,it ITA,MF,Empoli,it Serie A,19,2001,17.0,820,921,16526,3876,270,287,425,446,119,165,1,1,8,1,0,20,15,2,0,0,2,1,2,2,0,0,0,0,0
2252,Declan Rice\1c7012b8,eng ENG,MF,West Ham,eng Premier League,22,1999,35.3,1950,2151,39536,9246,730,781,879,942,320,387,4,1,26,8,1,59,50,1,2,2,1,3,8,8,0,0,0,0,0
2253,Chris Richards\0a3d6d2b,us USA,DF,Hoffenheim,de Bundesliga,21,2000,14.5,839,968,16537,5187,299,330,417,453,113,164,1,1,10,1,0,9,7,0,0,2,0,0,4,3,0,0,1,0,0
2254,Chris Richards\0a3d6d2b,us USA,DF,Bayern Munich,de Bundesliga,21,2000,0.0,2,2,40,13,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2255,Omar Richards\f9b1b7bf,eng ENG,DF,Bayern Munich,de Bundesliga,23,1998,4.9,316,359,4972,1746,168,183,130,141,16,26,0,0,4,0,0,10,7,0,0,0,3,0,0,0,0,0,0,0,0
2256,Taylor Richards\e0243d23,eng ENG,MFFW,Brighton,eng Premier League,20,2000,0.3,23,27,431,111,7,8,12,14,3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2257,Richarlison\fa031b34,br BRA,FWMF,Everton,eng Premier League,24,1997,28.0,352,570,5326,1162,184,256,122,174,23,54,5,10,70,20,2,62,43,0,1,7,10,1,8,4,0,0,3,1,0
2258,Marco Richter\f972644c,de GER,FWMF,Hertha BSC,de Bundesliga,23,1997,18.9,352,530,6096,2066,179,221,111,167,46,99,1,5,43,17,2,43,25,8,2,2,4,2,3,1,0,0,0,1,1
2259,Diego Rico\d9ba39fc,es ESP,DF,Real Sociedad,es La Liga,28,1993,18.3,859,1131,15422,7207,345,399,420,515,79,163,0,0,10,1,0,29,26,1,0,1,1,0,2,2,0,0,0,0,0
2260,Sergio Rico\5f0241b2,es ESP,GK,Mallorca,es La Liga,27,1993,14.0,246,359,9394,6960,32,32,81,83,130,241,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2261,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,0.3,7,8,204,116,1,1,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,eng Premier League,24,1996,1.3,45,54,920,217,13,16,26,27,6,9,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0
2263,Manuel Riemann\9f941969,de GER,GK,Bochum,de Bundesliga,32,1988,31.0,1026,1648,43670,31609,69,69,250,257,707,1320,1,0,0,0,0,16,15,1,0,0,0,0,2,1,1,0,0,0,0
2264,Tomás Rincón\f1cfc209,ve VEN,MFFW,Torino,it Serie A,33,1988,1.8,78,93,1512,273,34,41,32,36,10,13,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0
2265,Tomás Rincón\f1cfc209,ve VEN,MF,Sampdoria,it Serie A,33,1988,13.0,500,591,9952,2828,206,231,208,235,82,108,0,0,2,1,0,17,11,1,0,0,3,2,1,1,0,0,0,0,0
2266,Luis Rioja\eb3dd471,es ESP,FWMF,Alavés,es La Liga,27,1993,34.6,560,932,9414,2755,311,420,176,276,60,165,3,1,44,15,0,82,49,8,13,7,5,0,7,5,0,1,1,0,0
2267,Renaud Ripart\beae3a73,fr FRA,FWDF,Troyes,fr Ligue 1,28,1993,21.0,485,679,8108,1892,260,318,158,222,49,89,2,2,43,13,0,42,29,0,3,7,3,0,3,2,0,0,0,1,0
2268,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,fr Ligue 1,25,1995,20.0,804,1057,14601,6019,384,420,309,385,97,210,3,1,18,5,1,39,32,0,2,1,3,1,5,5,0,0,0,0,0
2269,Matt Ritchie\71ef519e,sct SCO,DF,Newcastle Utd,eng Premier League,31,1989,14.9,511,703,10284,5160,233,260,175,217,97,208,2,0,10,3,1,40,18,21,0,1,0,0,3,2,1,0,0,0,0
2270,Maxence Rivera\46a7b605,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2002,0.1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,Rober\c00097d2,es ESP,DF,Levante,es La Liga,26,1995,22.3,846,1042,17543,7409,288,311,402,448,150,264,0,1,8,1,0,17,16,0,0,1,0,0,3,2,0,0,1,0,0
2272,Sergi Roberto\335fa267,es ESP,MFDF,Barcelona,es La Liga,29,1992,4.4,241,268,3887,908,124,132,93,100,20,29,1,2,4,3,0,9,9,0,0,0,0,0,1,1,0,0,0,0,0
2273,Connor Roberts\24fae784,wls WAL,DF,Burnley,eng Premier League,25,1995,18.8,562,834,10640,4678,246,283,228,327,83,202,1,1,6,4,0,22,17,1,1,1,2,0,1,1,0,0,0,0,0
2274,Patrick Roberts\59d93937,eng ENG,DF,Troyes,fr Ligue 1,24,1997,0.2,5,6,72,13,3,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,eng Premier League,22,1999,11.0,222,301,3529,831,119,145,67,90,22,38,1,1,30,12,0,28,22,0,2,2,2,0,1,1,0,0,0,0,0
2276,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,eng Premier League,27,1994,28.2,1859,2294,33724,11980,846,923,821,955,183,356,10,3,18,8,0,95,64,22,3,1,3,2,16,13,2,1,0,0,0
2277,Marc Roca\da27e268,es ESP,MF,Bayern Munich,de Bundesliga,24,1996,4.2,256,296,4577,1379,116,130,98,104,32,47,0,0,5,0,0,8,5,2,0,1,0,0,1,1,0,0,0,0,0
2278,Rubén Rochina\ecd8c01e,es ESP,MFFW,Granada,es La Liga,30,1991,8.3,259,379,5358,1506,121,140,82,115,49,103,3,1,15,5,1,22,17,3,1,0,0,1,3,1,2,0,0,0,0
2279,Cimo Röcker\611b1aae,de GER,DF,Hertha BSC,de Bundesliga,27,1994,0.2,11,17,233,73,2,2,7,9,2,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2280,Enzo Roco\37f827ec,cl CHI,DF,Elche,es La Liga,28,1992,28.4,950,1135,22032,7156,239,265,485,529,220,323,0,1,11,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2281,Stian Rode Gregersen\5f011e05,no NOR,DF,Bordeaux,fr Ligue 1,26,1995,21.7,787,923,15696,5740,255,279,410,459,106,155,1,1,6,2,0,7,5,0,0,0,1,1,2,2,0,0,0,0,0
2282,Sebastian Rode\e12b0b5b,de GER,MF,Eint Frankfurt,de Bundesliga,30,1990,8.4,344,424,6177,1915,152,181,147,176,38,53,0,1,6,2,0,25,24,0,0,1,0,0,1,1,0,0,0,0,0
2283,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,eng Premier League,23,1997,1.0,28,31,598,152,8,8,14,16,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2284,Rodri\6434f10d,es ESP,MF,Manchester City,eng Premier League,25,1996,32.0,2587,2796,52886,10194,932,983,1215,1286,424,491,2,7,45,14,0,75,63,1,2,5,1,3,3,3,0,0,0,0,0
2285,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,eng Premier League,30,1991,25.2,667,895,11252,2788,347,437,218,275,77,116,1,6,48,17,0,73,61,3,2,1,2,4,4,2,0,1,0,0,1
2286,Rodrigo\85bed4ee,es ESP,FW,Betis,es La Liga,21,2000,9.8,340,414,6007,1892,165,183,134,161,37,56,2,1,15,7,0,33,26,0,1,1,5,0,5,3,0,0,0,2,0
2287,Gerson Rodrigues\3814b753,lu LUX,FW,Troyes,fr Ligue 1,26,1995,9.4,166,221,2634,498,94,113,48,59,17,29,1,1,23,7,0,13,12,0,0,1,0,0,1,0,0,0,1,0,0
2288,Kévin Rodrigues\f1bed920,pt POR,DFFW,Rayo Vallecano,es La Liga,27,1994,4.8,162,225,2723,1224,72,88,72,89,13,34,0,0,4,0,0,7,5,1,0,0,1,0,0,0,0,0,0,0,0
2289,Óscar Rodríguez Arnaiz\19709006,es ESP,MFFW,Getafe,es La Liga,23,1998,10.5,321,424,6018,1759,153,185,112,133,51,92,1,0,25,8,9,25,10,10,0,2,3,0,3,3,0,0,0,0,0
2290,Óscar Rodríguez Arnaiz\19709006,es ESP,FWMF,Sevilla,es La Liga,23,1998,4.6,166,210,3187,714,83,90,57,74,24,38,0,0,14,1,1,16,10,3,0,0,1,2,1,0,0,0,0,1,0
2291,Ángel Rodríguez\8cfc2f69,es ESP,FW,Mallorca,es La Liga,34,1987,17.2,198,273,2934,572,114,145,56,73,16,30,2,3,29,11,0,31,24,0,2,2,3,0,6,3,0,1,0,2,0
2292,Dani Rodríguez\70f8e0bd,es ESP,MFFW,Mallorca,es La Liga,33,1988,31.5,741,975,12195,3645,392,460,236,291,77,142,3,3,43,10,3,85,51,9,4,6,11,4,6,4,1,0,1,0,0
2293,Guido Rodríguez\34e393f2,ar ARG,MF,Betis,es La Liga,27,1994,28.1,1243,1435,23641,6908,524,584,511,558,173,230,2,1,21,8,0,47,40,0,1,2,3,1,4,4,0,0,0,0,0
2294,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,eng Premier League,32,1989,15.4,209,319,2729,733,141,180,46,88,7,21,2,2,41,11,0,24,15,0,1,6,2,0,3,2,0,0,1,0,0
2295,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Torino,it Serie A,28,1992,27.5,1259,1461,23988,8537,530,568,554,599,158,260,1,0,9,0,3,37,17,17,0,3,0,0,3,1,1,0,1,0,0
2296,Rodrygo\8f5e92a6,br BRA,FW,Real Madrid,es La Liga,20,2001,16.2,558,673,7105,1627,384,411,128,160,18,51,4,4,35,15,0,65,40,6,9,2,7,1,11,8,0,1,1,1,0
2297,Mads Roerslev\57c94db2,dk DEN,DF,Brentford,eng Premier League,22,1999,13.8,230,344,4264,1403,89,110,105,150,30,64,1,1,5,2,0,16,12,0,1,1,2,0,3,2,0,0,1,0,0
2298,Marko Rog\b6b2b820,hr CRO,MF,Cagliari,it Serie A,26,1995,3.5,122,147,1973,408,60,67,47,59,10,13,1,0,7,1,0,11,7,0,1,1,2,0,2,1,0,0,0,1,0
2299,Rogério\10e7f486,br BRA,DF,Sassuolo,it Serie A,23,1998,19.2,944,1139,16840,5226,422,470,390,441,111,187,1,0,14,4,0,48,36,7,1,0,1,3,2,2,0,0,0,0,0
2300,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,it Serie A,26,1995,15.7,877,980,17875,5644,242,272,488,512,122,160,0,1,12,5,0,10,9,0,0,1,0,0,2,2,0,0,0,0,0
